Aldous Huxley
Kathleen E. Woodiwiss
Susan Elizabeth Phillips
Susan Elizabeth Phillips
Bartholomew Gill
Danelle Harmon
Suzanne Enoch
Suzanne Enoch
Sabrina Jeffries
Sabrina Jeffries
Anne George
Kathleen Eagle
David D. Burns
Elizabeth Bevarly
Karen Hawkins
James Rollins
Lisa Kleypas
Lisa Kleypas
Sue Civil-brown
Peter Robinson
Rosemary Rogers
Christina Dodd
Christina Dodd
Christina Dodd
Ray Bradbury
Stephanie Laurens
Stephanie Laurens
Stephanie Laurens
Jude Deveraux
Isaac Adamson
Sharon Green
Judith Ivory
Karen Ranney
Lawrence Block
Christopher Moore
Meg Cabot
Bob Greene
Rachel Gibson
Kasey Michaels
Johanna Lindsey
Johanna Lindsey
Johanna Lindsey
Johanna Lindsey
Karen Hawkins
Karen Hawkins
Elizabeth Boyle
Lisa Carey
Lynne Reid Banks
Mary Daheim
Joanne Harris
Neal Stephenson
Christopher Moore
Christopher Moore
Sheri S. Tepper
Kathleen E. Woodiwiss
Patti Berg
Elizabeth Peters
Elizabeth Peters
Steven Pressfield
Emily Grayson
Marian Keyes
Faye Kellerman
Neil Gaiman
Elaine Fox
Sabrina Jeffries
Sabrina Jeffries
Adele Ashworth
Adele Ashworth
Terry Pratchett
David G. Hartwell
David G. Hartwell
Suzanne Enoch
Lois McMaster Bujold
Edith Layton
Georgia Bockoven
Elizabeth Lowell
William Heffernan
Christie Ridgway
Elizabeth Young
Kage Baker
Susan Andersen
Susan Andersen
Anton Myrer
Elizabeth Bevarly
Elizabeth Bevarly
Christina Dodd
Tamar Myers
Barbara Michaels
Patti Berg
Lynne Hinton
Marian Keyes
Carole Matthews
Peter Robinson
Michele Albert
Mary Stewart
Karen Hawkins
Karen Hawkins
Suzanne Enoch
Suzanne Enoch
Julia Quinn
Owen Parry
Karin Slaughter
Sheri S. Tepper
Isabel Allende
Suzanne Macpherson
Terry Pratchett
Shirlee Busbee
Anna L. Waldo
Kathleen E. Woodiwiss
Johanna Lindsey
Sue Townsend
Johanna Lindsey
Joan Wilder
Roger Zelazny
J.A. Jance
J.A. Jance
Johanna Lindsey
Jorge Amado
Rosanne Kohake
Johanna Lindsey
Leslie Davis
Kathleen E. Woodiwiss
Victoria Pade
Alison Lurie
Kathleen E. Woodiwiss
Johanna Lindsey
Johanna Lindsey
Elizabeth Lowell
Charles W. Sweeney
Ted L. Nancy
Neil Gaiman
Neil Gaiman
Ray Bradbury
Mark T. Sullivan
Dennis Danvers
Christopher Moore
Johanna Lindsey
Johanna Lindsey
John R. Maxim
Anne George
R. Montanari
Robert Silverberg
Lisa Carey
Neil Gaiman
J.A. Jance
Rochelle Majer Krich
Carolyn Hart
Carolyn Hart
Carolyn Hart
Neil Gaiman
Kathy Hepinstall
Neil Gaiman
Dara Joy
Christopher Moore
Christopher Moore
Laney Katz Becker
Avi
Sue Henry
Terry Pratchett
Irving Adler
Piero Ventura
Irene Hunt
Bruce Ritter
Floyd W. Matson
Norah Lofts
Marguerite Kelly
Marc Edmund Jones
John Beevers
St. Augustine
Johann Wolfgang Von Goethe
William Barrett
A.L. Alexander
Elmer Kelton
Henry W. Simon
William H. Whyte
Roger Elwood
Marilyn Sachs
Meir H. Degani
Sarah Orne Jewett
Erving Goffman
Don Marquis
Michael Hammonds
Robert Douglas Mead
Paul Aurandt
Alistair MacLean
Mary Frampton
Jeanne Avery
Tom Glazer
Nell Nichols
Catherine Gaskin
Marjorie Holmes
Marc Lovell
Allen Drury
Michael Macdonald Mooney
Stephen Knight
Shari Lewis
Charlene Spretnak
Arthur Waldhorn
Michael Ende
Elizabeth Villars
Isaac Asimov
Joanna Cole
Jeanne Avery
Jacob Ludwig Carl Grimm
Mary Jane Frances Cavolina
Stephen King
Fred Grove
William Abrahams
Deanne Stillman
Marshall Kirk
Betty White
Bill Cosby
Phyllis Gates
John Barth
Thomas Szollosi
William Poundstone
Daphne Du Maurier
Barbara Taylor Bradford
Darcey Steinke
Joseph Campbell
James Trefil
Colin McEnroe
Susan Newman Ph.D
Valerie Martin
Richard Wagamese
Margaret Atwood
Alex Haley
Steven Feinberg
Clare Boylan
Julian May
Naguib Mahfouz
Martha Williamson
Alex Kotlowitz
Jane Hamilton
George Demko
Stephen Larsen
Ed Faulkner
Emily Eden
Stephen Greenleaf
Elana Lore
Richard Bach
Jim Harrison
Irwin Shaw
T. Berry Brazelton
Belva Plain
Danielle Steel
Belva Plain
Danielle Steel
Thomas Berger
Robert Ballard
Danielle Steel
Thomas Harris
Terry Pratchett
Sara Paretsky
Maeve Binchy
Nancy Pickard
Diana Gabaldon
Diana Gabaldon
Diana Gabaldon
Terry Pratchett
Robert B. Parker
Martin H. Greenberg
Frank Drake
Danielle Steel
Danielle Steel
Danielle Steel
Danielle Steel
Barbara Sher
Ann Goethe
Belva Plain
Heather Graham
VÃ­ctor E. VillaseÃ±or
Danielle Steel
Elizabeth Adler
Olive Ann Burns
Sue Miller
Ann Goethe
Olive Ann Burns
Danielle Steel
Claudia Shear
Sara Paretsky
Robert B. Parker
Stephen Wright
Sara Paretsky
Jeanne Kalogridis
Jeffrey Moussaieff Masson
Jeffrey Moussaieff Masson
Robert Hellenga
Al Franken
Barbara Sher
Danielle Steel
Peter Hoeg
Nicholas Evans
Diana Gabaldon
Richard Bach
Caroline Knapp
Caroline Knapp
Pete Dexter
Ann Benson
Susanna Tamaro
Danielle Steel
Belva Plain
Danielle Steel
Nicholas Evans
Cathi Hanauer
Danielle Steel
Maeve Binchy
Al Franken
E.D. Hirsch Jr.
Elizabeth Berg
Morrie Schwartz
Kathy Dobie
Laura Zigman
Laura Zigman
Anna Quindlen
Mary Higgins Clark
Nicole Mones
Rita Ciresi
Nicole Mones
Nicole Mones
Robert Girardi
Danielle Steel
Danielle Steel
Marie Arana
Belva Plain
Alice McDermott
Michael Pollan
Ben Macintyre
Diana Gabaldon
Christopher Reich
Caroline B. Cooney
Lois Duncan
Rita Ciresi
Allegra Goodman
Danielle Steel
Elmore Leonard
Judy Blume
Diana Gabaldon
Carl Norac
Eric A. Kimmel
Rita Murphy
Donna Jo Napoli
Amelia Atwater-Rhodes
Michael Paterniti
Michael Paterniti
Danielle Steel
Anna Quindlen
Alice McDermott
Alice McDermott
Laura Zigman
Laura Zigman
Danielle Steel
Kurt Vonnegut
Kurt Vonnegut
Kurt Vonnegut
James Jones
Helen Fremont
Jonathan Hull
Kurt Vonnegut
Joe Klein
Elmore Leonard
Harry Stein
Nicholas Evans
John Reed
Kurt Vonnegut
Linda Nichols
Andrew Pyper
Belva Plain
Belva Plain
Deborah Moggach
Rita Ciresi
Rita Ciresi
Maeve Binchy
Pamela Duncan
Danielle Steel
Danielle Steel
Danielle Steel
Sophie Kinsella
Danielle Steel
Danielle Steel
Harlan Coben
David Schickler
Laura Wolf
Sophie Kinsella
Sophie Kinsella
Stephen White
Danielle Steel
Danielle Steel
Danielle Steel
Takashi Matsuoka
Elizabeth McCracken
Sue Margolis
Diana Gabaldon
Laura Wolf
Sting
Michael Hogan
Ian Caldwell
Jodi Compton
Christopher Reich
Diana Gabaldon
Mary Lawson
Bryan Appleyard
Sarah Bird
William Safire
Pat Conroy
Elizabeth Dewberry Vaughn
Dorothy Gilman
Sheri S. Tepper
Martin H. Greenberg
John Grisham
Maryln Schwartz
Phyllis A. Whitney
Margaret Forster
Donald Spoto
Ron Powers
Thomas Cahill
Thomas Cahill
T.E. Lawrence
Richard M. Ketchum
Charlotte Vale Allen
Laura Esquivel
Laura Esquivel
Karen Kijewski
Kathy Cronkite
John Grisham
Mikal Gilmore
Naomi Wolf
Victoria Holt
John Grisham
John Grisham
John Grisham
Susan Faludi
Jung Chang
Mark Richard
Mark Richard
Thomas Keneally
Michael Dibdin
Todd Komarnicki
Karen Kijewski
Bernice Johnson Reagon
Bill Moyers
Ruth Prawer Jhabvala
Clifford E. Trafzer
Anna Deavere Smith
John Grisham
Margaret Atwood
Patricia Foster
Dorothy West
Le Ly Hayslip
Patricia Foster
Michael Azerrad
John Grisham
John Grisham
Gustavo Perez-Firmat
Henri J. M. Nouwen
Laura Esquivel
Chinua Achebe
William R. Maples
Linnea Due
Howell Raines
Desmond Tutu
Margaret Atwood
Margaret Atwood
Geraldine Brooks
Leslie Nielson
Geraldine Kudaka
Michio Kaku
Fred Kaplan
Alex Kotlowitz
Leah Hager Cohen
Jane Hamilton
Richard Preston
U.S. Catholic Church
William R. Maples
Anne Lamott
Christopher Maurer
Anne Frank
Mary Dugger
Linda Davies
Chitra Divakaruni
Chitra Banerjee Divakaruni
Charles Dickens
Ross Petras
Chitra Banerjee Divakaruni
Thomas A. Stewart
Elizabeth Wurtzel
Elizabeth Wurtzel
Bill Moyers
Judith Rossner
Mitch Albom
Michio Kaku
Joy Fielding
Grace F. Edwards
Landrum B. Shettles
Joseph F. Girzone
Jon Krakauer
Kate Bernheimer
Lauren Slater
Don Peppers
Jon Krakauer
James Lee Burke
James Lee Burke
Donald Harstad
Patricia Cornwell
Chitra Banerjee Divakaruni
Margaret Atwood
Janet Wallach
Bob Greene
Margaret Atwood
John Grisham
Margaret Atwood
Margaret Atwood
Margaret Atwood
Margaret Atwood
Margaret Atwood
Margaret Atwood
Dawn Turner Trice
Federico Andahazi
Anne Lamott
Jonathan Lethem
Jon Krakauer
Aimee Bender
Aimee Bender
Dinty W. Moore
E. Lynn Harris
Barbara Dimmick
Colson Whitehead
Lisa Jardine
John Grisham
Ian McEwan
Ian McEwan
Ian McEwan
Ian McEwan
Ian McEwan
Paul Wilkes
Troon McAllister
Shmuley Boteach
Jon Krakauer
E. Lynn Harris
Joseph F. Girzone
Dennis Miller
Wayne Johnston
Hampton Sides
Hampton Sides
Shauna Singh Baldwin
Anne Lamott
James Welch
Desmond Tutu
Walter Kirn
Walter Kirn
Chitra Divakaruni
Chitra Banerjee Divakaruni
Chitra Divakaruni
Chitra Banerjee Divakaruni
Elwood Reid
Matthew Kneale
John Grisham
Ian McEwan
Jacqueline L. Tobin
Geshe Michael Roach
Liza Dalby
Ian McEwan
E. Lynn Harris
Connie May Fowler
Chuck Palahniuk
Myla Goldberg
Myla Goldberg
Naguib Mahfouz
Carol Bly
Thomas L. Friedman
Haven Kimmel
Jonathan Lethem
Jane Hamilton
David Rakoff
Steven Pressfield
Mike Gayle
Jane Hamilton
John Grisham
Barbara Taylor Bradford
Chuck Palahniuk
Adam Haslett
Julian Gough
Richard Lischer
Christina Schwarz
Jennifer Egan
Jason Little
Leigh Montville
John Grisham
Margaret Atwood
Ian McEwan
Tom Bradby
Dan Brown
John Grisham
Lincoln Child
Lincoln Child
Max Barry
Alice Hoffman
Dayna Curry
John Grisham
John Grisham
Ellen Ullman
Christopher Russo
Lauren Weisberger
Diane Hammond
Mark Haddon
Chuck Palahniuk
Jon Krakauer
Adam Haslett
John Grisham
John Grisham
Marion Luna Brem
Mark Haddon
Philip; Slattery
Jane Hamilton
Kate Christensen
Sylvia Plath
Irene Gut Opdyke
Kurban Said
Jane Hamilton
Adam Haslett
Chuck Palahniuk
Margaret Atwood
Laura Esquivel
Jennifer Egan
Karen Armstrong
Julia Glass
Julian Gough
Carole L. Glickfeld
Ian McEwan
Sarah Stone
Melissa Pritchard
Ali Smith
Chuck Palahniuk
Dai Sijie
Mark Dunn
Ann Brashares
Ann Brashares
David Almond
Ann Brashares
Pete Nelson
Peter Dickinson
Erich Karkoschka
Jean Rhys
May Sarton
Rainer Maria Rilke
Samuel Richardson
Sidney W. Mintz
May Sarton
Herbert Hendin
Michael Lewis
John Bayley
Steven Levenkron
Vincent Bugliosi
Eduardo Galeano
Margaret Moorman
Richard Burton
Patrick O'Brian
Walter Mosley
James Kelman
Jonathan D. Spence
Andrea Barrett
Abigail Stone
Richard Dawkins
Ana Castillo
Nora Levin
John Dufresne
Sebastian Junger
Elizabeth Wayland Barber
Steven Pinker
Kathleen Ragan
Andrea Barrett
G. Garfield Crimmins
Andre Dubus III
Rita Dove
Melvin Jules Bukiet
Michael Lewis
Tova Mirvis
John Bayley
Gerald Stern
Thomas Lynch
Anthony Gottlieb
Alistair MacLeod
Roy Parvin
David Quammen
Diana Abu-Jaber
Joseph P. Lash
Vincent Bugliosi
Chiang Yee
Kim Bartlett
Laurie G. Kirszner
Carl E Bain
Richard L. McGuire
Walt Whitman
Daniel Defoe
May Sarton
May Sarton
Sigmund Freud
Erving Polster
Patrick O'Brian
Patrick O'Brian
Stephen Jay Gould
Josef Skvorecky
Jean Rhys
Tom Hazuka
May Sarton
Sarton May
E. M. Forster
Rainer Maria Rilke
Edward O. Wilson
Stephen Jay Gould
Nicholas Meyer
Jean Rhys
Irvine Welsh
Anthony Burgess
Richard P. Feynman
Carol Hill
Irvine Welsh
Deborah Gray White
Barry Unsworth
Diane Milliken
Richard P. Feynman
Rebecca Stowe
Bernard MacLaverty
David Ignatius
Jared M. Diamond
Deborah E. McDowell
Craig Nova
Irvine Welsh
Jan Bondeson
Chuck Palahniuk
John Gardner
Ian Kershaw
Janet Sternberg
Jean-Christophe Rufin
Francis Wheen
Irvine Welsh
Charles Baxter
Patricia Highsmith
Andrew Boyd
Mark Crispin Miller
Christopher Phillips
Bryan Sykes
Patricia Highsmith
Mark Twain
Charles Wheelan
Patrick O'Brian
Ben Jonson
Laurence Sterne
Jan Harold Brunvand
Nathaniel Hawthorne
Edward McNall Burns
Edith Wharton
Thomas Hardy
Jean Rhys
Kate Chopin
Alfred H. Kelly
M. H. Abrams
Harriet Beecher Stowe
Leo Tolstoy
Jane Austen
Ruby Cohn
Donald Merriam Allen
Margot Patterson Doss
William Faulkner
James M. McPherson
Kahlil Gibran
Jill Krementz
John Le Carre
Toni Morrison
James A. Michener
Alison Lurie
Elizabeth North
John Le Carre
James A. Michener
Francis Steegmuller
Peter Matthiessen
Toni Morrison
Gerald Seymour
James A. Michener
Carl Sagan
William A. Niering
James A. Michener
Ian Hamilton
Edward Koren
Nicholas Gage
E. L. Doctorow
Raisa Orlova
Robert Penn Warren
John Madden
James A. Michener
Anne Rice
Michael Leahy
John Updike
Lester Bangs
James A. Michener
Julian Barnes
Robert Ludlum
Michael Leahy
Don Hewitt
Cathleen Medwick
Patrick Suskind
Claude Lanzmann
James A. Michener
Marguerite Duras
John Madden
Penelope Leach
Donald J. Trump
Marion Cunningham
James A. Michener
Robert T. Hohler
Anne Morrow Lindbergh
Anne Rice
John Updike
Simon Schama
Barbara Taylor Bradford
Laura Cunningham
Gore Vidal
Gabriel Garcia Marquez
Katharine Hepburn
John Madden
Patrick Suskind
Michener James
James A. Michener
Teri Seidman
John Updike
Spalding Gray
John Berger
Mario Puzo
Robert Fulghum
Kathryn Harvey
Lewis Grizzard
James A. Michener
Jill Ker Conway
Cormac McCarthy
E.L. Doctorow
Bryce Courtenay
Jane Smiley
Lewis Grizzard
Martin Cruz Smith
Walter Cronkite
Noah BenShea
Robert Fulghum
Bette Bao Lord
A.S. Byatt
E.L. Doctorow
Anne Rice
Michael Crichton
Judith Thurman
Michael Crichton
Nicholson Baker
Marguerite Duras
William Faulkner
George Downing
Gretchen McHugh
Marian Morash
Jack Henry Abbott
Jessica Mitford
Marina Warner
John O'Hara
William Faulkner
Eugen Herrigel
Willa Cather
Susan Sheehan
Norman Lewis
Willa Cather
M. F. K. Fisher
Ainslie T. Embree
Isak Dinesen
Dashiell Hammett
Richard Hofstadter
Anne Morrow Lindbergh
Colin Fletcher
Victoria Sullivan
Conor Cruise O'Brien
Alan W. Watts
Adam Smith
Robert Walser
Wole Soyinka
Catherine Clinton
James Fox
Maxine Hong Kingston
Philip Macdonald
Anne Morrow Lindbergh
Phyllis Rose
Daniel J. Boorstin
Thomas Mc Guane
Julio Cortazar
David Ogilvy
Ruth Falk
Dorothy Bryant
Kaoru Iwamoto
Norton Juster
Murasaki Shikibu
Charlotte Perkins Gilman
Richard Erdoes
Martin Page
Jay McInerney
Calvin Trillin
Calvin Trillin
Margaret; Williams
David Letterman
Isak Dinesen
Doris Lessing
Flannery O'Connor
Marguerite Duras
E.M. Forster
Kenneth Koch
Aleksandr Zinoviev
Harry Mulisch
Mewa Ramgobin
Matt Groening
Manuel Puig
Doris Lessing
Art Spiegelman
Mary Renault
Mary Renault
Mary Renault
Vikram Seth
Sigrid Undset
Sigrid Undset
Sigrid Undset
Denis Johnson
Emily Prager
Douglas Hofstadter
Jay McInerney
Raymond Chandler
Marie Vassiltchikov
Raymond Chandler
Raymond Chandler
E.D. Hirsch Jr.
Clare Maxwell-Hudson
Richard Ellmann
Dr. Seuss
Dr. Seuss
Dr. Seuss
Dr. Seuss
P.D. Eastman
Dr. Seuss
Dr. Seuss
Stan Berenstain
Louis Sachar
Stan Berenstain
Diana Wynne Jones
Norton Juster
Norton Juster
Stan Berenstain
Disney Book Club
Disney Book Club
Monica Furlong
Philip Pullman
Leo Lionni
Robert Cormier
Dr. Seuss
Stan Berenstain
Monica Furlong
Harry McNaught
Gaston Leroux
Stan Berenstain
Dr. Seuss
B.G. Ford
Robert Arthur
Nick West
Nick West
Walt Disney
Harry McNaught
Alfred Hitchcock
Deborah Hautzig
Stan Berenstain
Stan Berenstain
Stan Berenstain
Stan Berenstain
Richard Scarry
Susan Schade
Daniel J. Boorstin
Philip Pullman
Dr. Seuss
P.D. Eastman
Disney Book Club
Roald Dahl
Samuel Richardson
Jack Schaefer
Sandol Stoddard Warburg
Willa Sibert Cather
Galway Kinnell
H. A. Rey
J. R. R. Tolkien
J.R.R. Tolkien
Florence Haseltine
Miss Read
Paul Theroux
J.R.R. Tolkien
James Marshall
Howard M. Fast
Chris Van Allsburg
Bill Peet
Judith Rossner
Charles P. Curtis Jr.
Harlan Ellison
Monica Furlong
Bella Abzug
Margret Rey
Robert Houston
Dianne Snyder
Mark Helprin
Covert Bailey
William Knowlton Zinsser
J. R. R. Tolkien
Mark Helprin
Frank Conroy
Amy Wallace
Robert Coles
Katherine Anne Porter
Pablo Neruda
Jane Resh Thomas
Erik C. Haugaard
Helen Lester
Shari L. Thurer
Covert Bailey
William Least Heat-Moon
Peter Nelson
Kathleen Norris
William Least Heat-Moon
Robert Coles
James J. Fahey
Sara B. Stein
Sook Nyul Choi
Rachel Carson
Alfie Kohn
Kathleen Norris
Eve Bunting
Robert Siegel
Sheryl Lindsell-Roberts
Laura Scribner Kastner
Read
Mary Cantwell
David Wiesner
Covert Bailey
John Edgar Wideman
Jessica Hagedorn
Willa Cather
Harold Augenbraum
Holt Mcdougal
Minfong Ho
Willa Cather
Kenison
Susan Meddaugh
Elizabeth Gilbert
James Carroll
Penelope Fitzgerald
Anna Akhmatova
Paul Theroux
Ashley Warlick
Jane Hamilton
Penelope Fitzgerald
Frances Tenenbaum
K. Ryan
David Leavitt
Carol Anshaw
Ray Bradbury
Karen Cushman
Donald Hall
Charles Harrington Elster
J.R.R. Tolkien
H. A. Rey
Penelope Fitzgerald
Sharleen Collicott
Katrina Kenison
Katrina Kenison
Jhumpa Lahiri
Jhumpa Lahiri
Tom Drury
Joseph Epstein
Karen Bender
Sara Swan Miller
Anne Sexton
Keith Ridgway
David Huddle
Paula Boock
Andrea Chesman
Seppo Ed Farrey
Rosina Lippi
Carl Deuker
Howard Frank Mosher
Frances Gray Patton
Michael Macdonald Mooney
Agatha Christie
Agatha Christie
Daniel Cohen
Robert Forrest Burgess
Agatha Christie
Helen Bannerman
Lucile Morrison
Frances Hodgson Burnett
Bruce Coville
Friso Henstra
Jeannette Eyerly
William Kinsolving
Han Suyin
John Varley
Frank Herbert
William Jeremiah Coughlin
Lawrence Sanders
Charles Kuralt
Lawrence Sanders
William Coughlin
Tom Clancy
Andrew A. Rooney
John Katzenbach
Alice Hoffman
Torey L. Hayden
Stephen King
Robin Cook
Tom Clancy
Jerome Charyn
Charles Kuralt
Arthur C. Clarke
Thomas H. Cook
John Gardner
John Sandford
Amy Tan
Dean Koontz
Whitley Strieber
Jean Plaidy
Aline Romanos
Bill Cosby
Anne McCaffrey
John Varley
Lawrence Sanders
Dean Koontz
Lilian Jackson Braun
Randy Moravec
LaVyrle Spencer
Tom  Clancy
Dean Koontz
Lilian Jackson Braun
Dean Koontz
Alice Hoffman
Connie May Fowler
John Sandford
Robert B. Parker
Bebe Moore Campbell
Tom Clancy
Robin Cook
Dick Francis
Lilian Jackson Braun
Robin Cook
Amy Tan
LaVyrle Spencer
Nora Roberts
Connie May Fowler
Patricia Cornwell
John Gardner
Dick Francis
Patricia T. O'Conner
Lilian Jackson Braun
Leah Rabin
Tom Clancy
Patricia Cornwell
Nora Roberts
LaVyrle Spencer
Peter J. D'Adamo
David Hunt
Steve Martini
Neale Donald Walsch
Patricia Cornwell
Bebe Moore Campbell
Kaye Gibbons
Gonzalo Lira
Robin Cook
Lilian Jackson Braun
Dana Stabenow
Robert B. Parker
Carol O'Connell
W.E.B. Griffin
John Sandford
Nora Roberts
David Hunt
Stephen King
Tom Clancy
Gabrielle Donnelly
Lilian Jackson Braun
Spencer Johnson
Dick Francis
Robert B. Parker
Patricia Cornwell
Dana Stabenow
Nora Roberts
Robin Cook
Nora Roberts
Jack Higgins
Minette Walters
Kurt Vonnegut
Alice Hoffman
Patricia Cornwell
Steve Martini
Neale Donald Walsch
Charles Osgood
Tom Clancy
Robert B. Parker
Dave Barry
Lilian Jackson Braun
William Gibson
Jack Higgins
Nevada Barr
Clive Cussler
Nora Roberts
Robin Cook
David Wong Louie
Lance Armstrong
John Sandford
Heidi Julavits
Lee Child
Greg Iles
Patricia Cornwell
Janice Graham
Fran Dorf
Amy Tan
John Sandford
Dick Francis
Lilian Jackson Braun
Robert B. Parker
Jayne Ann Krentz
Steve Martini
Judith Kelman
Lilian Jackson Braun
Amy Tan
Robert J. Ringer
Jack Higgins
Nevada Barr
Robert B. Parker
Nora Roberts
Sue Grafton
John Sandford
Greg Iles
Patricia Cornwell
Patricia Cornwell
Stuart Woods
Tom Clancy
Sharon Kay Penman
Kathy Hepinstall
Nora Roberts
Nora Roberts
Robert B. Parker
Nevada Barr
Daniel Silva
John McEnroe
Minette Walters
Giles Blunt
Tom Clancy
Clive Cussler
Robin  Cook
Catherine Coulter
C. J. Box
Sue Grafton
Stuart Woods
Patricia Cornwell
Jayne Ann Krentz
Nora Roberts
Braun Lilian Jackson
Lilian Jackson Braun
Kim Barnes
Bob Schieffer
Nevada Barr
P. J. Tracy
Stuart Woods
George Harrar
Nora Roberts
D. W. Buffa
Clive Cussler
Lawrence Sanders
Kavita Daswani
Amy Tan
Tom Clancy
Sara Paretsky
Robert B. Parker
Patricia Cornwell
Nora Roberts
Lilian Jackson Braun
Jilliane Hoffman
Daniel Silva
Stuart Woods
Karen Joy Fowler
A. Scott Berg
Paul Burrell
Amanda Quick
John Sandford
Arturo Perez-Reverte
Jerry Murray
Eric Hill
Fred Rogers
Eric Carle
Babette Cole
Eric Carle
Patricia Lee Gauch
Eric Carle
Tomie DePaola
Mike Lester
Audrey Couloumbis
Maryann Cusimano
Jan Brett
Tomie DePaola
Brian Jacques
Andrew Clements
Brian Jacques
Michael Hoeye
Michael Hoeye
G. P. Taylor
William Golding
G. K. Chesterton
Vladimir Nabokov
Yukio Mishima
Patricia Curtis
Jack Hamm
J. G. Williams
Susan Bixler
Jerry L. Patterson
Martin Mull
Marie Simmons
Rod R. Butterworth
I. M. Peeved
Ken Sprague
Teresa Norman
Ian C. Ellis
Simmons Wilson
Joshua Halberstam
Paul Millman
Fred Shoemaker
Vicki Iovine
Jane Bicks
Janice Novak
Rick Foster
Elizabeth Ayres
Tom Magliozzi
Mackie Shilstone
Miriam E. Nelson
Ilya Ilf
Edward Bond
Sue Townsend
Sue Townsend
Sue Townsend
Steve Bell
Steve Bell
Pat Caplan
Susan Sellers
Jean Aitchison
Nigel Warburton
Linda Singer
Martha Gever
Bell Hooks
Todd Herzog
Monica Hughes
Roger E. Allen
A. A. Milne
Benjamin Hoff
Robert A. Heinlein
Eileen Lottman
Robert A. Heinlein
T. H. White
Lawrence Sanders
Glen A. Larson
Frank Herbert
Lawrence Sanders
Philip K. Dick
Brett Simon
Frank Herbert
Ben Bova
Phyllis Ann Karr
Edith Wharton
Geoffrey Wolff
Michael Kurland
Dean Koontz
Elizabeth A. Lynn
Robert C. Wilson
Piers Anthony
John Varley
Lawrence Sanders
Elizabeth Morgan
Mary Glatzle
H.G. Wells
Eric Van Lustbader
Ruth Warrick
John Gardner
Judy Mazel
Francine P. Pascal
William Kotzwinkle
Evan H. Rhodes
Elizabeth A. Lynn
Phyllis Ann Karr
Elizabeth A. Lynn
Dean R. Koontz
Orson Scott Card
Parke Godwin
John Gardner
Sydney J. Van Scyoc
Anne Tyler
Peter Benchley
Editors Of Reader's Digest
Lawrence Sanders
Elizabeth A. Lynn
John G. Fuller
John Coyne
Peter Straub
Elizabeth A. Lynn
Edith Wharton
Nicola Thorne
Elizabeth A. Lynn
Frank Herbert
Patricia A. McKillip
Agatha Christie
Agatha Christie
Agatha Christie
Agatha Christie
Agatha Christie
Agatha Christie
Agatha Christie
Jill Gregory
Eugenia Price
Jack Vance
Shirley Lord
Eugenia Price
Charles R. Anderson
Robert A. Heinlein
Robert A. Heinlein
Frank Herbert
Dean Koontz
Alan Dean Foster
Frank Herbert
Philip Jose Farmer
Kathleen Sky
Dean Koontz
Charlotte Vale Allen
Gerald A. Browne
John Gardner
Helen Hooven Santmyer
Lawrence Sanders
Agatha Christie
Frank Herbert
Stephen King
Fred Rogers
Tom Clancy
Clive Barker
Joe Dever
Patricia A. McKillip
Lawrence Sanders
Dean R. Koontz
Ben Bova
Agatha Christie
Agatha Christie
Lawrence Sanders
Agatha Christie
Eugenia Price
Dean Koontz
Anne Tyler
Agatha Christie
Robert A. Heinlein
Isaac Asimov
Arthur C. Clarke
Lawrence Sanders
Benedict Freedman
Richard Moran
Spider Robinson
Ian Page
W. Steven Brown
Tom Brown
Spider Robinson
Peter Straub
Bill Cosby
Dean Koontz
Michael Hudson
Anne Tyler
Agatha Christie
Agatha Christie
Dean Koontz
Anne Tyler
Anne Tyler
